fengyue_rscs_v1.0.1.2096.apk 2018-04-24 23:26:18 [gameid:1 plat:0 风月-末日残响（内测版）, bundleId:com.fy.rycs.test, cdn:http://192.168.8.68/mgameres/renyu/, target:23]
com.fy.bmxxz.v1.0.9.2562.apk 2018-11-14 16:39:10 [gameid:4000 plat:1 斗罗-北冥修仙传, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.bmxxz.v1.0.9.2563.apk 2018-11-14 18:19:33 [gameid:4000 plat:1 斗罗-北冥修仙传, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
fengyue_dldl_v1.0.9.2564.apk 2018-11-17 21:43:19 [gameid:3 plat:0 风月-北冥修仙传, bundleId:com.fy.dldl.dev, cdn:http://111.230.166.121/publish/, target:23]
fengyue_dldl_v1.0.9.2565.apk 2018-11-17 21:59:16 [gameid:3 plat:0 风月-北冥修仙传, bundleId:com.fy.dldl.dev, cdn:http://111.230.166.121/publish/, target:23]
com.fy.bmxxz.v1.0.9.2566.apk 2018-11-17 22:12:05 [gameid:4000 plat:1 斗罗-北冥修仙传, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
fengyue_dldl_v1.0.9.2567.apk 2018-11-17 22:29:25 [gameid:3 plat:0 风月-北冥修仙传, bundleId:com.fy.dldl.dev, cdn:http://111.230.166.121/publish/, target:23]
fengyue_dldl_v1.0.9.2568.apk 2018-11-17 22:54:08 [gameid:3 plat:0 风月-北冥修仙传, bundleId:com.fy.dldl.dev, cdn:http://111.230.166.121/publish/, target:23]
fengyue_dldl_v1.0.9.2569.apk 2018-11-17 23:19:59 [gameid:3 plat:0 风月-北冥修仙传, bundleId:com.fy.dldl.dev, cdn:http://111.230.166.121/publish/, target:19]
com.fy.bmxxz.v1.0.9.2570.apk 2018-11-19 10:49:57 [gameid:4000 plat:1 斗罗-北冥修仙传, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.bmxxz.v1.0.9.2571.apk 2018-11-19 14:41:48 [gameid:4000 plat:1 斗罗-北冥修仙传, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
fengyue_dldl_v1.0.9.2572.apk 2018-11-23 20:19:21 [gameid:3 plat:0 风月-北冥修仙传, bundleId:com.fy.dldl.dev, cdn:http://111.230.166.121/publish/, target:19]
fengyue_dldl_v1.0.9.2573.apk 2018-11-23 20:50:09 [gameid:3 plat:0 风月-名字是斗罗大陆之史莱克归来, bundleId:com.fy.dldl.dev, cdn:http://111.230.166.121/publish/, target:19]
fengyue_dldl_v1.0.9.2574.apk 2018-11-23 21:50:02 [gameid:3 plat:0 风月-名字是斗罗大陆之史莱克归来, bundleId:com.fy.dldl.dev, cdn:http://111.230.166.121/publish/, target:19]
fengyue_dldl_v1.0.9.2575.apk 2018-11-23 22:53:51 [gameid:3 plat:0 风月-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.dev, cdn:http://111.230.166.121/publish/, target:19]
fengyue_dldl_v1.0.9.2576.apk 2018-11-24 00:21:38 [gameid:3 plat:0 风月-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.dev, cdn:http://111.230.166.121/publish/, target:19]
com.fy.bmxxz.v1.0.9.2577.apk 2018-11-27 11:26:46 [gameid:4000 plat:1 斗罗-斗罗大陆之史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
fengyue_dldl_v1.0.9.2578.apk 2018-11-27 11:50:20 [gameid:3 plat:0 风月-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.dev, cdn:http://111.230.166.121/publish/, target:19]
com.fy.bmxxz.v1.0.9.2579.apk 2018-11-28 15:16:08 [gameid:4000 plat:1 斗罗-斗罗大陆之史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.bmxxz.v1.0.9.2580.apk 2018-11-28 21:15:50 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.test.v1.0.9.2581.apk 2018-11-28 21:33:41 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.bmxxz.v1.0.9.2582.apk 2018-11-30 11:48:16 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.bmxxz.v1.0.9.2583.apk 2018-11-30 12:22:36 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.bmxxz.v1.0.9.2584.apk 2018-11-30 18:23:39 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.bmxxz.v1.0.9.2585.apk 2018-11-30 19:54:28 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.bmxxz.v1.0.9.2586.apk 2018-11-30 20:06:34 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.bmxxz.v1.0.9.2587.apk 2018-11-30 20:16:46 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.test.v1.0.9.2588.apk 2018-12-02 00:24:20 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.bmxxz.v1.0.9.2589.apk 2018-12-02 00:36:06 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.test.v1.0.9.2590.apk 2018-12-03 01:59:26 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.dldl.test.v1.0.9.2591.apk 2018-12-03 02:36:49 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.bmxxz.v1.0.9.2592.apk 2018-12-03 02:47:00 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.bmxxz.v1.0.9.2593.apk 2018-12-03 10:52:44 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.bmxxz.v1.0.9.2594.apk 2018-12-03 15:05:24 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-史莱克归来, bundleId:com.fy.bmxxz, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.slkgl.v1.0.9.2595.apk 2018-12-04 16:24:47 [gameid:4000 plat:1 斗罗-正式包（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.test.v1.0.9.2596.apk 2018-12-04 19:12:42 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.slkgl.v1.0.9.2597.apk 2018-12-04 19:21:42 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2598.apk 2018-12-04 19:34:29 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大罗之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.slkgl.v1.0.9.2599.apk 2018-12-05 16:34:59 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.test.v1.0.9.2600.apk 2018-12-07 02:58:20 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.dldl.test.v1.0.9.2601.apk 2018-12-07 19:49:00 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.dldl.test.v1.0.9.2602.apk 2018-12-13 17:57:42 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.slkgl.v1.0.9.2603.apk 2018-12-13 18:07:45 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2604.apk 2018-12-13 19:02:54 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大罗之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.slkgl.v1.0.9.2605.apk 2018-12-14 10:38:24 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.test.v1.0.9.2606.apk 2019-01-17 22:53:14 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.dldl.test.v1.0.9.2607.apk 2019-02-22 01:18:23 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.dldl.test.v1.0.9.2608.apk 2019-02-22 01:48:59 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.dldl.cdntest.v1.0.9.2609.apk 2019-02-28 20:16:11 [gameid:4 plat:0 斗罗-外网测试包(TEST包-外网cdn)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.cdntest, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldltest/, target:19]
com.fy.dldl.cdntest.v1.0.9.2610.apk 2019-03-05 12:05:03 [gameid:4 plat:0 斗罗-外网测试包(TEST包-外网cdn)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.cdntest, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldltest/, target:19]
com.fy.slkgl.v1.0.9.2611.apk 2019-03-05 12:27:39 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.slkgl.v1.0.9.2612.apk 2019-03-05 12:56:15 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.cdntest.v1.0.9.2613.apk 2019-03-05 14:58:19 [gameid:4 plat:0 斗罗-外网测试包(TEST包-外网cdn)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.cdntest, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldltest/, target:19]
com.fy.dldl.cdntest.v1.0.9.2614.apk 2019-03-05 15:28:35 [gameid:4 plat:0 斗罗-外网测试包(TEST包-外网cdn)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.cdntest, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldltest/, target:19]
com.fy.slkgl.v1.0.9.2615.apk 2019-03-05 15:59:09 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.slkgl.v1.0.9.2616.apk 2019-03-05 16:14:47 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.slkgl.v1.0.9.2617.apk 2019-03-05 16:24:07 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.test.v1.0.9.2618.apk 2019-03-06 14:49:00 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大罗之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.dldl.v1.0.9.2619.apk 2019-03-15 20:46:55 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大罗之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2620.apk 2019-03-16 00:53:57 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大罗之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2621.apk 2019-03-25 11:09:56 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大罗之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2622.apk 2019-03-25 11:59:46 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大罗之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2623.apk 2019-03-25 18:32:25 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大路之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2624.apk 2019-03-25 19:49:07 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2625.apk 2019-03-30 19:32:29 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.test.v1.0.9.2626.apk 2019-04-18 15:15:46 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.fy.dldl.cdntest.v1.0.9.2627.apk 2019-04-19 00:34:16 [gameid:4 plat:0 斗罗-外网测试包(TEST包-外网cdn)-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.cdntest, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldltest/, target:19]
com.fy.dldl.v1.0.9.2628.apk 2019-04-19 01:06:36 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2631.apk 2019-04-24 14:37:03 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2632.apk 2019-04-26 11:54:29 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.slkgl.v1.0.9.2633.apk 2019-04-28 16:15:24 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2634.apk 2019-04-30 15:07:04 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.slkgl.v1.0.9.2635.apk 2019-05-16 18:58:12 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.slkgl.v1.0.9.2636.apk 2019-05-16 19:39:32 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.test.v1.0.9.2637.apk 2019-05-16 21:11:53 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.douluo.yx7477.v1.0.9.2638.apk 2019-05-21 15:23:08 [gameid:5001 plat:2 7477-斗罗-正式包（接入SDK的）-斗罗大陆OL, bundleId:com.douluo.yx7477, cdn:http://jd.res.fygame.com/duoluo7477/, target:19]
com.douluo.yx7477.v1.0.9.2639.apk 2019-05-22 10:49:47 [gameid:5001 plat:2 7477-斗罗-正式包（接入SDK的）-斗罗大陆OL, bundleId:com.douluo.yx7477, cdn:http://jd.res.fygame.com/duoluo7477/, target:19]
com.fy.slkgl.v1.0.9.2640.apk 2019-05-22 11:08:38 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.douluo.yx7477.v1.0.9.2641.apk 2019-05-22 14:55:11 [gameid:5001 plat:2 7477-斗罗-正式包（接入SDK的）-斗罗大陆OL, bundleId:com.douluo.yx7477, cdn:http://jd.res.fygame.com/duoluo7477/, target:19]
com.douluo.yx7477.v1.0.9.2642.apk 2019-05-22 15:22:23 [gameid:5001 plat:2 7477-斗罗-正式包（接入SDK的）-斗罗大陆OL, bundleId:com.douluo.yx7477, cdn:http://jd.res.fygame.com/duoluo7477/, target:19]
com.fy.slkgl.v1.0.9.2643.apk 2019-05-24 14:20:34 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.douluo.yx7477.v1.0.9.2644.apk 2019-05-24 14:36:16 [gameid:5001 plat:2 7477-斗罗-正式包（接入SDK的）-斗罗大陆OL, bundleId:com.douluo.yx7477, cdn:http://jd.res.fygame.com/duoluo7477/, target:19]
com.fy.dldl.cdntest.v1.0.9.2645.apk 2019-05-24 18:32:10 [gameid:4 plat:0 斗罗-外网测试包(TEST包-外网cdn)-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.cdntest, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldltest/, target:19]
com.dljx.asdk.v1.0.9.2646.apk 2019-06-13 18:26:51 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:com.dljx.asdk, cdn:http://111.230.166.121/publish/, target:19]
com.dljx.asdk.v1.0.9.2647.apk 2019-06-14 10:30:08 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:com.dljx.asdk, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2648.apk 2019-06-14 17:13:31 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:com.dljx.asdk, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2650.apk 2019-06-14 19:49:32 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:com.dljx.asdk, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2651.apk 2019-06-14 20:27:05 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:com.dljx.asdk, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2652.apk 2019-06-15 19:37:10 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:com.dljx.asdk, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.fy.dldl.test.v1.0.9.2653.apk 2019-06-16 00:23:21 [gameid:3 plat:0 斗罗-外网测试包(TEST包)-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.test, cdn:http://111.230.166.121/publish/, target:19]
com.dljx.asdk.v1.0.9.2654.apk 2019-06-16 00:49:37 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:com.dljx.asdk, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2655.apk 2019-06-17 10:42:29 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:come.ylz.dljx.top, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.fy.slkgl.v1.0.9.2656.apk 2019-06-17 15:09:00 [gameid:4000 plat:1 斗罗-正式包（买量包）（接入SDK）-史莱克归来, bundleId:com.fy.slkgl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2657.apk 2019-06-17 18:58:59 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:come.ylz.dljx.top, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.fy.mzbdldl.v1.0.9.2658.apk 2019-06-20 18:43:05 [gameid:4002 plat:1 斗罗-正式包（拇指包）（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.mzbdldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2659.apk 2019-06-20 19:27:50 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.fy.dldl.cdntest.v1.0.9.2660.apk 2019-06-21 10:59:26 [gameid:4 plat:0 斗罗-外网测试包(TEST包-外网cdn)-斗罗大陆之史莱克归来, bundleId:com.fy.dldl.cdntest, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldltest/, target:19]
com.dljx.asdk.v1.0.9.2661.apk 2019-06-24 15:49:06 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:come.ylz.dljx.top, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2662.apk 2019-06-24 16:39:00 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:come.ylz.dljx.top, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.fy.dldl.v1.0.9.2663.apk 2019-06-27 20:49:56 [gameid:4001 plat:1 斗罗-正式包（渠道联运包）（接入SDK）-斗罗大陆之史莱克归来, bundleId:com.fy.dldl, cdn:http://dldlgamecdn-1252720922.cos.ap-guangzhou.myqcloud.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2665.apk 2019-07-03 17:31:48 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:come.ylz.dljx.top, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2666.apk 2019-07-03 17:46:54 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:come.ylz.dljx.top, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2667.apk 2019-07-03 18:46:20 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:come.ylz.dljx.top, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2668.apk 2019-07-03 19:19:35 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:come.ylz.dljx.top, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
com.dljx.asdk.v1.0.9.2669.apk 2019-07-03 19:54:40 [gameid:6001 plat:3 ASDK-斗罗-正式包（接入SDK的）-斗罗觉醒, bundleId:come.ylz.dljx.top, cdn:http://dldlcdn.8ttoo.com/dldl/, target:19]
